date,sp500,nasdaq,gold,dxy,vix,us10y
2019-09-27,267.9454650878906,179.65701293945312,1499.0999755859375,99.11000061035156,17.219999313354492,1.6749999523162842
2019-09-30,269.1881408691406,181.36688232421875,1465.699951171875,99.37999725341797,16.239999771118164,1.6749999523162842
2019-10-01,265.9862060546875,179.88755798339844,1482.0,99.12999725341797,18.559999465942383,1.6440000534057617
2019-10-02,261.28765869140625,176.79454040527344,1501.0,99.04000091552734,20.559999465942383,1.5959999561309814
2019-10-03,263.4283447265625,178.73486328125,1507.0999755859375,98.86000061035156,19.1200008392334,1.5360000133514404
2019-10-04,266.9930114746094,181.36688232421875,1506.199951171875,98.80999755859375,17.040000915527344,1.5149999856948853
2019-10-07,265.8410949707031,180.8193359375,1497.699951171875,98.98999786376953,17.860000610351562,1.5529999732971191
2019-10-08,261.7139587402344,178.11050415039062,1497.199951171875,99.13999938964844,20.280000686645508,1.5369999408721924
2019-10-09,264.1993103027344,179.8491668701172,1506.0999755859375,99.12000274658203,18.639999389648438,1.5889999866485596
2019-10-10,265.9862060546875,181.24197387695312,1494.800048828125,98.70999908447266,17.56999969482422,1.6579999923706055
2019-10-11,268.74371337890625,183.576171875,1482.699951171875,98.30000305175781,15.579999923706055,1.7519999742507935
2019-10-14,268.4443359375,183.5570068359375,1491.699951171875,98.44999694824219,14.569999694824219,1.7330000400543213
2019-10-15,271.1020202636719,185.89120483398438,1477.5999755859375,98.29000091552734,13.539999961853027,1.7710000276565552
2019-10-16,270.66668701171875,185.4300994873047,1488.0,98.01000213623047,13.680000305175781,1.7480000257492065
2019-10-17,271.4648132324219,185.92001342773438,1492.300048828125,97.61000061035156,13.789999961853027,1.7569999694824219
2019-10-18,270.2765808105469,184.13333129882812,1488.199951171875,97.27999877929688,14.25,1.746999979019165
2019-10-21,272.10882568359375,185.76634216308594,1482.4000244140625,97.33000183105469,14.0,1.7920000553131104
2019-10-22,271.219970703125,184.28701782226562,1481.699951171875,97.52999877929688,14.460000038146973,1.7680000066757202
2019-10-23,272.009033203125,184.64244079589844,1489.9000244140625,97.47000122070312,14.010000228881836,1.7589999437332153
2019-10-24,272.45355224609375,186.43870544433594,1498.9000244140625,97.62999725341797,13.710000038146973,1.7660000324249268
2019-10-25,273.5692443847656,187.92764282226562,1499.5,97.83000183105469,12.649999618530273,1.8009999990463257
2019-10-28,275.1111755371094,189.7815399169922,1490.0,97.76000213623047,13.109999656677246,1.8530000448226929
2019-10-29,275.029541015625,188.3118438720703,1487.0,97.69000244140625,13.199999809265137,1.8350000381469727
2019-10-30,275.8731994628906,189.22439575195312,1493.199951171875,97.6500015258789,12.329999923706055,1.7979999780654907
2019-10-31,275.1384582519531,189.31082153320312,1511.4000244140625,97.3499984741211,13.220000267028809,1.690999984741211
2019-11-01,277.68731689453125,191.03028869628906,1508.0,97.23999786376953,12.300000190734863,1.7280000448226929
2019-11-04,278.8028869628906,192.2117919921875,1508.0,97.51000213623047,12.829999923706055,1.7860000133514404
2019-11-05,278.4945983886719,192.31748962402344,1480.800048828125,97.9800033569336,13.100000381469727,1.8660000562667847
2019-11-06,278.55804443359375,191.88523864746094,1490.199951171875,97.94999694824219,12.619999885559082,1.8140000104904175
2019-11-07,279.53765869140625,192.52879333496094,1464.199951171875,98.13999938964844,12.729999542236328,1.9259999990463257
2019-11-08,280.2270812988281,193.29722595214844,1461.300048828125,98.3499984741211,12.069999694824219,1.9329999685287476
2019-11-11,279.6918640136719,193.03793334960938,1455.5,98.19999694824219,12.6899995803833,1.9429999589920044
2019-11-12,280.28143310546875,193.59503173828125,1452.0999755859375,98.30999755859375,12.680000305175781,1.909000039100647
2019-11-13,280.37213134765625,193.64305114746094,1461.699951171875,98.37000274658203,13.0,1.8700000047683716
2019-11-14,280.7803955078125,193.4893798828125,1471.800048828125,98.16000366210938,13.050000190734863,1.815000057220459
2019-11-15,282.8122253417969,194.9110565185547,1467.300048828125,98.0,12.050000190734863,1.8339999914169312
2019-11-18,283.0207824707031,195.06472778320312,1470.9000244140625,97.79000091552734,12.460000038146973,1.8079999685287476
2019-11-19,282.9391174316406,195.35293579101562,1473.300048828125,97.86000061035156,12.859999656677246,1.7860000133514404
2019-11-20,281.88690185546875,194.1809539794922,1473.300048828125,97.93000030517578,12.779999732971191,1.7380000352859497
2019-11-21,281.4333190917969,193.7487030029297,1463.0999755859375,97.98999786376953,13.130000114440918,1.7719999551773071
2019-11-22,282.05938720703125,193.87359619140625,1463.0999755859375,98.2699966430664,12.34000015258789,1.7740000486373901
2019-11-25,284.24530029296875,196.16940307617188,1456.5999755859375,98.31999969482422,11.869999885559082,1.7640000581741333
2019-11-26,284.8893127441406,196.5440216064453,1459.800048828125,98.25,11.539999961853027,1.7400000095367432
2019-11-27,286.1591796875,197.9176788330078,1453.4000244140625,98.41000366210938,11.75,1.7669999599456787
2019-11-29,285.097900390625,197.01470947265625,1465.5999755859375,98.2699966430664,12.619999885559082,1.7760000228881836
2019-12-02,282.6761169433594,194.99749755859375,1462.300048828125,97.86000061035156,14.90999984741211,1.8359999656677246
2019-12-03,280.7803955078125,193.47019958496094,1478.199951171875,97.73999786376953,15.960000038146973,1.7089999914169312
2019-12-04,282.5128173828125,194.44996643066406,1474.0,97.6500015258789,14.800000190734863,1.781000018119812
2019-12-05,283.0207824707031,194.83416748046875,1476.9000244140625,97.41000366210938,14.520000457763672,1.7970000505447388
2019-12-06,285.6059875488281,196.91868591308594,1459.0999755859375,97.69999694824219,13.619999885559082,1.8420000076293945
2019-12-09,284.7079162597656,196.0253143310547,1459.300048828125,97.63999938964844,15.859999656677246,1.8289999961853027
2019-12-10,284.3904724121094,195.86199951171875,1462.5999755859375,97.41000366210938,15.680000305175781,1.8329999446868896
2019-12-11,285.1977844238281,196.89942932128906,1469.4000244140625,97.16000366210938,14.989999771118164,1.7899999618530273
2019-12-12,287.65594482421875,198.3690948486328,1466.699951171875,97.4000015258789,13.9399995803833,1.8969999551773071
2019-12-13,287.8282165527344,199.02230834960938,1475.5999755859375,97.16999816894531,12.630000114440918,1.819000005722046
2019-12-16,289.8056640625,201.02029418945312,1475.0,97.06999969482422,12.140000343322754,1.8919999599456787
2019-12-17,289.869140625,201.1355743408203,1474.5999755859375,97.20999908447266,12.289999961853027,1.8890000581741333
2019-12-18,289.88720703125,201.289306640625,1472.5999755859375,97.41000366210938,12.579999923706055,1.9240000247955322
2019-12-19,291.0754089355469,202.54759216308594,1478.199951171875,97.41999816894531,12.5,1.9079999923706055
2019-12-20,292.3516540527344,203.3640899658203,1474.699951171875,97.70999908447266,12.510000228881836,1.9170000553131104
2019-12-23,292.7982482910156,203.90127563476562,1482.5,97.66000366210938,12.609999656677246,1.934999942779541
2019-12-24,292.8073425292969,204.0072021484375,1499.0999755859375,97.6500015258789,12.670000076293945,1.909999966621399
2019-12-26,294.3661804199219,205.80735778808594,1509.300048828125,97.58999633789062,12.649999618530273,1.9049999713897705
