direction,rule,win_rate,count,lift,baseline_wr,symbol,interval
LONG,atr7 > 0.01837 AND vol_ratio_24 ≤ 1.16109 AND vol_288 ≤ 0.02121 AND fg_norm ≤ 0.675 AND fractal_low ≤ 0.5,72.7,506,0.9,80.5,ADAUSDT,4h
SHORT,atr7 ≤ 0.03319 AND inside_bar ≤ 0.5 AND fractal_high ≤ 0.5 AND ret_2 ≤ -0.00157 AND vol_ratio_48 ≤ 0.59704,72.6,157,0.88,82.5,SOLUSDT,4h
SHORT,vol_48 ≤ 0.01701 AND stoch_d_14 ≤ 0.8824 AND htf_4h_adx > 0.29259 AND vol_ratio_12 ≤ 1.78805 AND stoch_d_14 > 0.33427,72.6,186,1.05,69.0,ETHUSDT,1h
SHORT,ret_1 > 0.00421 AND htf_4h_adx > 0.18565 AND vs_low_20 ≤ 0.01427 AND htf_4h_cmf_14 > -0.02678 AND ret_accel_12 ≤ 0.00362,72.5,40,1.05,69.0,ADAUSDT,5m
LONG,lower_shadow ≤ 0.55941 AND vol_12 ≤ 0.00289 AND htf_1h_rsi_14 > 0.49488 AND vs_sma288 ≤ 0.00685 AND htf_1h_rsi_14 ≤ 0.5145,72.4,29,1.03,70.3,ADAUSDT,5m
SHORT,atr > 0.02764 AND body_ratio ≤ 0.06466,72.0,25,0.92,78.1,ETHUSDT,4h
LONG,atr7 ≤ 0.02397 AND vol_ratio_12 ≤ 1.18007 AND vol_ratio_12 > 0.50184 AND fg_ma14 ≤ -0.08776 AND ret_96 > 0.07789,72.0,25,0.92,78.2,ETHUSDT,4h
SHORT,atr7 > 0.03319 AND nasdaq_ret1d ≤ 0.0071 AND adx_slope > -0.05151 AND atr_ratio ≤ 0.9039 AND roc_14 ≤ -0.04912,72.0,25,0.87,82.5,SOLUSDT,4h
SHORT,atr > 0.0241 AND inside_bar ≤ 0.5 AND adx > 0.21266 AND vol_slope ≤ -0.6507,72.0,25,0.92,78.3,XRPUSDT,4h
LONG,atr7 > 0.02809 AND lower_shadow ≤ 0.48454 AND fractal_low ≤ 0.5 AND upper_shadow > 0.08343 AND bb_width_20 ≤ 0.07996,72.0,25,0.93,77.6,XRPUSDT,4h
LONG,atr ≤ 0.00605 AND lower_shadow ≤ 0.13479 AND ret_accel_5 ≤ -0.00696,72.0,25,0.88,81.5,ETHUSDT,5m
SHORT,upper_shadow > 0.23274 AND vol_96 > 0.00698 AND hma_9_vs_c ≤ 0.00149,72.0,25,0.97,74.3,XRPUSDT,5m
LONG,vs_sma24 > -0.04798 AND bb_width_20 > 0.04141 AND htf_4h_bb_pos_20 ≤ -0.97875 AND ret_1 ≤ -0.00633 AND vol_ratio_48 ≤ 2.07493,72.0,50,1.05,68.5,XRPUSDT,1h
SHORT,atr ≤ 0.02669 AND nasdaq_ret5d ≤ 0.01214 AND vol_48 ≤ 0.01068 AND ret_2 > 0.00818 AND dc_pos_20 ≤ 0.19982,72.0,25,0.88,81.5,ADAUSDT,4h
LONG,atr > 0.0265 AND vol_288 > 0.00952 AND vol_ratio_12 ≤ 0.53127,72.0,25,0.98,73.6,BTCUSDT,4h
SHORT,upper_shadow > 0.35325 AND htf_1h_vs_sma96 ≤ -0.02983 AND vs_r3 > -0.59218 AND stoch_kd_14 ≤ 0.07381,71.7,46,1.02,70.3,ETHUSDT,5m
SHORT,atr > 0.02669 AND vol_ratio_12 > 0.4663 AND atr7 > 0.0324 AND ret_6 > 0.08231 AND mfi_14 ≤ 0.70054,71.4,28,0.88,81.5,ADAUSDT,4h
SHORT,vol_ratio_12 > 0.63386 AND vol_ratio_48 ≤ 1.67297 AND atr28 ≤ 0.02079 AND atr_ratio > 1.03015 AND upper_shadow ≤ 0.33747,71.1,180,0.96,74.4,BTCUSDT,4h
LONG,atr7 > 0.02809 AND lower_shadow ≤ 0.48454 AND fractal_low ≤ 0.5 AND upper_shadow ≤ 0.08343,71.1,45,0.92,77.6,XRPUSDT,4h
SHORT,hl_vol > 0.01886 AND vs_sma48 > -0.04867 AND vol_ratio_12 ≤ 0.90262 AND gold_ret5d > 0.00355 AND kurt_24 > 0.68571,71.1,45,0.95,75.2,BNBUSDT,4h
SHORT,ret_1 > 0.00421 AND htf_4h_adx > 0.18565 AND vs_low_20 ≤ 0.01427 AND htf_4h_cmf_14 ≤ -0.02678 AND ret_accel_5 > 0.01113,71.0,31,1.03,69.0,ADAUSDT,5m
SHORT,hl_vol ≤ 0.01886 AND ret_48 ≤ 0.027 AND gold_ret20d ≤ 0.0166 AND vwap_pos_48 ≤ 0.02586 AND bb_width_48 > 0.03657,70.9,468,0.94,75.2,BNBUSDT,4h
SHORT,vol_24 ≤ 0.01782 AND ret_1 > 0.01752 AND body_ratio > 0.55172 AND vs_sma24 ≤ 0.06555 AND htf_4h_adx > 0.26635,70.9,247,1.04,67.9,SOLUSDT,1h
SHORT,upper_shadow ≤ 0.35325 AND vs_low_55 ≤ 0.01365 AND ichi_tk ≤ -0.00089 AND htf_1h_atr ≤ 0.01421 AND stoch_d_24 > 0.20455,70.8,48,1.01,70.3,ETHUSDT,5m
SHORT,atr ≤ 0.0241 AND fractal_high > 0.5 AND stoch_k_9 ≤ 0.77025 AND cci_14 > 0.15328 AND cmf_14 > -0.01658,70.7,99,0.9,78.3,XRPUSDT,4h
SHORT,upper_shadow > 0.35325 AND htf_1h_vs_sma96 ≤ -0.02983 AND vs_r3 ≤ -0.59218 AND htf_1h_rsi_14 > 0.21348 AND upper_shadow > 0.56709,70.7,99,1.01,70.3,ETHUSDT,5m
LONG,lower_shadow ≤ 0.55941 AND vol_12 > 0.00289 AND fractal_low > 0.5 AND vs_s2 ≤ 1.20057 AND vs_high_20 > -0.01513,70.6,269,1.0,70.3,ADAUSDT,5m
LONG,vol_48 > 0.00645 AND vol_ratio_12 > 1.54889 AND vol_slope > 4.27362,70.4,27,0.92,76.7,BNBUSDT,4h
SHORT,vol_ratio_12 > 0.63386 AND vol_ratio_48 ≤ 1.67297 AND atr28 > 0.02079 AND gold_ret5d ≤ 0.00365 AND bb_width_20 ≤ 0.05536,70.4,27,0.95,74.4,BTCUSDT,4h
LONG,lower_shadow ≤ 0.55941 AND vol_12 > 0.00289 AND fractal_low > 0.5 AND vs_s2 > 1.20057 AND low ≤ 0.50605,70.2,47,1.0,70.3,ADAUSDT,5m
LONG,atr7 ≤ 0.02809 AND vol_ratio_12 ≤ 0.69653 AND atr7 ≤ 0.019 AND rsi_21_slope ≤ 1.66586 AND cmf_14 > -0.05013,70.1,67,0.9,77.6,XRPUSDT,4h
SHORT,vol_48 ≤ 0.01095 AND htf_4h_bb_pos_20 ≤ 1.32117 AND gap > -0.00032 AND ret_1 ≤ 0.01607 AND vix_above_ma > 0.5,70.1,137,1.01,69.1,ADAUSDT,1h
