side,cond,feat,op,thr,n_tr,wr_tr,edge_tr,n_ho,wr_ho,edge_ho,wl_ho,mean_ho,H,base_ho
LONG,vs_ma50 <= -13.71,vs_ma50,<=,-13.707850556188426,19430,53.79310344827586,6.257660646727402,7795,61.8601667735728,16.007932958159678,59.471091264304334,2.0806775911986333,10,45.85223381541312
SHORT,bb_width <= 5.524,bb_width,<=,5.524213631665946,58495,61.89075989400803,6.056034263892457,38734,60.51530954716786,3.102023481825235,59.44344757605189,0.21785306464187232,1,42.586713934657375
SHORT,vol_ratio <= 0.4379,vol_ratio,<=,0.4378919970565004,38997,57.91214708823755,2.0774214581219823,28864,60.47325388026608,3.0599678149234535,59.23055884430109,0.25401893530759634,1,42.586713934657375
SHORT,bb_width <= 6.345,bb_width,<=,6.344506809150321,77994,60.88801702695079,5.05329139683522,55042,60.00327023000618,2.589984164663555,59.10293130841482,0.22099018981741156,1,42.586713934657375
SHORT,close_pos >= 0.8,close_pos,>=,0.800000000000003,78170,59.7735704234361,3.938844793320527,50694,59.90847043042569,2.4951843650830625,58.96984824822883,0.23013257692796835,1,42.586713934657375
SHORT,vol_ratio <= 0.3612,vol_ratio,<=,0.36115915574800134,19499,58.11580081029797,2.2810751801823983,14589,60.61416135444513,3.2008752891025054,58.863806970119995,0.25371084769021984,1,42.586713934657375
SHORT,vol_ratio <= 0.5491,vol_ratio,<=,0.5490942584109532,77994,57.29799728184219,1.4632716517266218,55338,59.75459900972208,2.341312944379453,58.85584742928545,0.24782792831441647,1,42.586713934657375
SHORT,close_pos >= 0.8478,close_pos,>=,0.847826086956528,58627,59.99795316151262,4.163227531397048,38631,59.918200408997954,2.5049143436553294,58.842467002573294,0.23179976868229032,1,42.586713934657375
SHORT,vol_ratio <= 0.4968,vol_ratio,<=,0.49680688385215765,58495,57.57415163689205,1.7394260067764762,42433,59.8684985742229,2.4552125088802725,58.84208741734229,0.2517909244276036,1,42.586713934657375
SHORT,vol_ratio <= 0.2871,vol_ratio,<=,0.28707584598484137,7800,57.30769230769231,1.4729666775767356,5536,61.596820809248555,4.1835347439059305,58.75423386078541,0.26320950973217766,1,42.586713934657375
SHORT,close_pos >= 0.8962,close_pos,>=,0.8962264150943404,39088,59.89050347932869,4.055777849213122,26193,59.92058947046921,2.507303405126585,58.61309848723689,0.23076188490205385,1,42.586713934657375
SHORT,streak >= 2,streak,>=,2.0,91141,59.81940070879187,3.9846750786762968,56653,59.359610258944805,1.9463241936021802,58.47012574186091,0.2154098803340444,1,42.586713934657375
SHORT,streak >= 2,streak,>=,2.0,91141,59.81940070879187,3.9846750786762968,56653,59.359610258944805,1.9463241936021802,58.47012574186091,0.2154098803340444,1,42.586713934657375
LONG,vs_ma50 <= -13.71,vs_ma50,<=,-13.707850556188426,19430,54.02985074626866,7.696175415379628,7795,60.821039127645925,15.497750242337943,58.422684251091326,0.939188860779164,3,45.32328888530798
SHORT,streak >= 3,streak,>=,3.0,41402,60.37872566542679,4.544000035311221,26327,59.71816006381282,2.3048739984701925,58.41308568573103,0.20761808250592856,1,42.586713934657375
SHORT,streak >= 3,streak,>=,3.0,41402,60.37872566542679,4.544000035311221,26327,59.71816006381282,2.3048739984701925,58.41308568573103,0.20761808250592856,1,42.586713934657375
SHORT,close_pos >= 0.9474,close_pos,>=,0.9473684210526325,19548,59.50992428892982,3.675198658814246,12938,60.10975421239759,2.696468147054965,58.247025797815766,0.22279093173916464,1,42.586713934657375
SHORT,upper_wick <= 0,upper_wick,<=,0.0,11426,56.80903203220725,0.9743064020916776,8876,60.37629562866156,2.963009563318934,58.12646069712317,0.2266771381308943,1,42.586713934657375
SHORT,size_vs_atr <= 0.6141,size_vs_atr,<=,0.6140949459732766,78049,57.81239990262528,1.9776742725097094,49012,58.942707908267366,1.5294218429247408,57.98482687101081,0.2072179189080733,1,42.586713934657375
SHORT,lower_wick >= 0.484,lower_wick,>=,0.484000000000002,78169,58.299325819698346,2.464600189582775,47131,58.94209755787062,1.5288114925279928,57.9652263161143,0.23294258347238897,1,42.586713934657375
SHORT,vs_ma20 >= -3.467,vs_ma20,>=,-3.4669655371275674,311973,57.053014203152195,1.2182885730366237,200478,58.42985265216133,1.0165665868187048,57.95618894005658,0.21473563718699812,1,42.586713934657375
SHORT,lower_wick >= 0.5355,lower_wick,>=,0.5355191256830593,58627,58.52252375185495,2.6877981217393767,35280,59.07596371882086,1.6626776534782337,57.94681154284538,0.2333180199079136,1,42.586713934657375
SHORT,vs_ma50 >= -5.782,vs_ma50,>=,-5.782294666274979,310869,56.730326922272724,0.8956012921571528,197593,58.31481884479713,0.9015327794545058,57.83752630507972,0.21332597374546564,1,42.586713934657375
SHORT,vs_ma50 >= -7.443,vs_ma50,>=,-7.442938500064922,330299,56.60083742306213,0.7661117929465604,212923,58.24312075257253,0.8298346872299049,57.78325124075154,0.21830498935060852,1,42.586713934657375
SHORT,close_pos >= 0.2284,close_pos,>=,0.22836538461538572,312673,57.17826611188046,1.3435404817648902,192541,58.26447354070042,0.851187475357797,57.78087209461976,0.20966215121588494,1,42.586713934657375
SHORT,dd_from_high >= -17.06,dd_from_high,>=,-17.05525692084007,310501,56.74699920451142,0.9122735743958472,207432,58.23739827991824,0.8241122145756137,57.77146433811042,0.22239726502699494,1,42.586713934657375
SHORT,vs_ma20 >= -4.515,vs_ma20,>=,-4.514784065827017,331472,56.826519283680064,0.9917936535644927,215129,58.219022075127015,0.8057360097843898,57.76148473424686,0.21456985848025184,1,42.586713934657375
SHORT,body_pct >= -1.314,body_pct,>=,-1.3135153819564553,312673,57.58763948278233,1.752913852666758,204495,58.22000537910462,0.8067193137619952,57.750706457153655,0.2068216977486821,1,42.586713934657375
SHORT,cc_ret >= -1.312,cc_ret,>=,-1.312206232898081,312636,57.598613083586024,1.7638874534704527,204515,58.205999559934476,0.792713494591851,57.73670272930364,0.20649300767382817,1,42.586713934657375
SHORT,dd_from_high >= -19.63,dd_from_high,>=,-19.631291405130565,329908,56.578197558107114,0.7434719279915427,220998,58.082878578086685,0.6695925127440603,57.63127209201622,0.2226126746543096,1,42.586713934657375
SHORT,close_pos >= 0.1806,close_pos,>=,0.18055555555555403,332216,56.8292917860669,0.9945661559513255,205398,58.09306809219174,0.6797820268491179,57.624615908733126,0.21100771507034954,1,42.586713934657375
SHORT,vs_ma50 >= -9.776,vs_ma50,>=,-9.775923600356691,349728,56.44615243846647,0.6114268083508989,228000,58.049561403508775,0.6362753381661506,57.6049069568625,0.22072399325103048,1,42.586713934657375
SHORT,vs_ma200 >= -12.93,vs_ma200,>=,-12.927631556281137,305349,56.41348096767961,0.57875533756404,196578,58.075166091831235,0.6618800264886104,57.596277743750626,0.21654737357434792,1,42.586713934657375
SHORT,body_pct >= -1.757,body_pct,>=,-1.7565493578538112,332215,57.22860195957438,1.3938763294588057,218166,58.04479158072293,0.6315055153803044,57.59020523052646,0.20830733205825092,1,42.586713934657375
SHORT,cc_ret >= -1.756,cc_ret,>=,-1.756165790934583,332175,57.225558816888686,1.390833186773115,218214,58.042563721851025,0.6292776565083997,57.588024291270614,0.20826206319674245,1,42.586713934657375
SHORT,bb_pos >= 0.1488,bb_pos,>=,0.14881934600094393,331472,56.58728339045228,0.7525577603367068,206699,58.045757357316674,0.6324712919740492,57.57871503905714,0.20145007173069931,1,42.586713934657375
SHORT,rsi14 >= 35.09,rsi14,>=,35.087719212065295,312157,56.324221465480505,0.48949583536493435,193519,58.035128333652,0.6218422683093721,57.55240420710117,0.2066314288887684,1,42.586713934657375
SHORT,vs_ma200 >= -15.82,vs_ma200,>=,-15.81901802323318,324434,56.36030748935068,0.5255818592351105,211996,58.01052850053775,0.5972424351951275,57.549315943284974,0.2209743299664218,1,42.586713934657375
SHORT,range_pct <= 4.872,range_pct,<=,4.871794871794876,312673,56.83061856955989,0.9958929394443174,221869,57.9986388364305,0.5853527710878765,57.547802746988495,0.22600380805338954,1,42.586713934657375
SHORT,vs_ma20 >= -5.96,vs_ma20,>=,-5.959893915079806,350970,56.58147420007408,0.7467485699585055,228301,57.98835747543812,0.5750714100954966,57.543912194865065,0.21544289878234849,1,42.586713934657375
